us,red,ir,ratio,adcAvg,ratioSlope,AI
772543555,111,296,0.375,1205,-0.0026,50
772597555,112,276,0.4058,1199,-0.0026,50
772652554,112,274,0.4088,1179,-0.0024,50
772706554,110,288,0.3819,1195,-0.0025,50
772760554,111,282,0.3936,1197,0.0001,55
772814554,112,277,0.4043,1197,0,55
772871274,110,278,0.3957,1187,-0.0001,55
772925562,112,289,0.3875,1202,0,50
772981562,112,278,0.4029,1195,0.0002,50
773035554,113,279,0.405,1185,-0.0001,50
773090554,109,292,0.3733,1200,0.0001,50
773146554,114,286,0.3986,1205,0.0001,55
773201555,112,276,0.4058,1186,0.0001,50
773255555,111,286,0.3881,1191,0.0002,55
773309555,115,293,0.3925,1205,0.0002,55
773364555,113,278,0.4065,1198,0.0002,60
773418555,111,275,0.4036,1187,0.0002,55
773474555,113,292,0.387,1196,0.0002,55
773528555,114,286,0.3986,1208,0.0001,60
773583956,111,194,0.5722,1028,0.001,60
773637476,114,283,0.4028,1187,0.0012,60
773692563,111,294,0.3776,1207,0.001,55
773748555,118,279,0.4229,1197,0.0011,55
773803560,108,279,0.3871,1186,0.0012,55
773857555,111,292,0.3801,1203,0.001,50
773911555,114,287,0.3972,1209,0.0009,50
773966555,111,271,0.4096,1189,0.0007,50
774020555,112,282,0.3972,1185,0.0006,50
774076555,114,295,0.3864,1208,0.0008,45
774184555,112,278,0.4029,1187,0.0053,40
774238555,112,276,0.4058,1190,0.0053,45
774292555,114,289,0.3945,1201,0.0053,40
774348445,115,280,0.4107,1197,0.0052,40
774402563,112,282,0.3972,1187,0.0052,40
774457563,111,296,0.375,1204,0.0052,40
774511555,115,287,0.4007,1211,0.0052,40
774565555,112,275,0.4073,1194,0.0053,40
774620409,111,280,0.3964,1183,0.0053,40
774676553,118,301,0.392,1208,0.0043,40
774730553,113,278,0.4065,1200,0.0044,40
774784553,111,278,0.3993,1186,0.0045,40
774838553,111,286,0.3881,1188,0.0042,35
774893555,116,294,0.3946,1207,0.0043,40
774947555,115,284,0.4049,1201,0.0046,40
775003555,112,282,0.3972,1185,0.0046,40
775057555,111,287,0.3868,1203,0.0049,45
775112563,111,282,0.3936,1204,0.005,45
775166564,110,274,0.4015,1188,0.0048,50
775221561,107,282,0.3794,1185,0.0003,50
775277556,110,292,0.3767,1207,0.0005,45
775332556,110,273,0.4029,1191,0.0005,45
775386556,109,279,0.3907,1183,0.0005,45
775440556,107,292,0.3664,1199,0.0007,45
775495556,111,286,0.3881,1207,0.0007,45
775549555,110,272,0.4044,1188,0.0007,45
775606556,111,291,0.3814,1196,0.0007,45
775660556,111,288,0.3854,1209,0.0006,50
775714556,112,277,0.4043,1198,0.0006,50
775768556,111,275,0.4036,1183,0.0007,50
775823263,108,290,0.3724,1195,0.0005,50
775879564,110,282,0.3901,1203,0.0004,50
775934564,108,267,0.4045,1175,0.0006,50
775988556,108,284,0.3803,1187,0.0004,50
776042556,109,289,0.3772,1202,0,50
776096556,110,280,0.3929,1202,0,50
776150556,110,274,0.4015,1187,-0.0002,45
776207556,112,294,0.381,1198,-0.0001,45
776261556,104,283,0.3675,1205,0.0003,45
776315553,111,274,0.4051,1192,0.0001,45
776369553,110,281,0.3915,1183,-0.0001,45
776423553,110,291,0.378,1196,0.0001,45
776479553,109,286,0.3811,1206,0.0002,45
776533553,109,275,0.3964,1188,0,45
776588162,109,204,0.5343,1033,-0.0003,45
776641555,109,291,0.3746,1202,-0.0003,50
776695561,109,280,0.3893,1206,-0.0003,45
776750553,109,269,0.4052,1183,-0.0002,45
776806553,108,289,0.3737,1196,-0.0003,50
776861553,107,288,0.3715,1207,-0.0005,50
776915553,109,276,0.3949,1194,-0.0003,45
776970553,107,281,0.3808,1186,-0.0004,45
777025553,110,294,0.3741,1204,-0.0007,45
777081553,110,280,0.3929,1197,-0.0006,45
777135553,110,280,0.3929,1187,-0.0004,50
777189553,109,290,0.3759,1196,-0.0006,45
777243553,111,290,0.3828,1207,-0.0004,45
777297553,110,280,0.3929,1200,-0.0005,50
777351653,108,277,0.3899,1187,-0.0008,50
777408353,113,299,0.3779,1202,-0.0005,50
777463553,111,282,0.3936,1203,-0.0005,50
777517553,109,283,0.3852,1187,-0.0006,45
777572553,107,286,0.3741,1189,-0.0005,45
777626553,111,290,0.3828,1206,-0.0005,45
777682356,110,278,0.3957,1195,-0.0002,45
777737553,111,283,0.3922,1189,-0.0002,40
777791553,110,295,0.3729,1206,-0.0002,40
777846553,112,286,0.3916,1207,-0.0002,40
777900553,110,280,0.3929,1192,-0.0001,45
777954553,111,286,0.3881,1190,-0.0001,45
778010553,117,303,0.3861,1210,-0.0001,40
778065808,111,277,0.4007,1194,0.0001,45
778119561,112,285,0.393,1189,0.0002,40
778174561,111,297,0.3737,1206,0,40
778228553,113,293,0.3857,1211,-0.0001,40
778284356,112,274,0.4088,1186,0.0004,45
778338553,111,290,0.3828,1195,0.0004,45
778392656,112,288,0.3889,1200,0.0004,50
778447553,114,284,0.4014,1203,0.0003,50
778501554,110,284,0.3873,1191,0.0002,50
778555554,112,293,0.3823,1200,0.0003,50
778612553,114,297,0.3838,1212,0.0003,50
778666554,113,284,0.3979,1196,0.0002,50
778720554,112,290,0.3862,1191,0.0002,50
778774553,114,299,0.3813,1208,0.0002,50
778828626,113,292,0.387,1213,0.0002,50
778885364,111,280,0.3964,1191,0.0002,50
778940553,109,297,0.367,1206,0.0002,50
778994553,112,293,0.3823,1214,0.0002,55
779049553,115,277,0.4152,1196,0.0003,55
779103553,112,283,0.3958,1185,0.0004,55
779157554,112,296,0.3784,1208,0.0002,55
779214554,114,287,0.3972,1203,0.0002,55
779268554,112,285,0.393,1192,0.0004,50
779323554,111,298,0.3725,1205,0.0003,50
779377553,114,293,0.3891,1213,0,50
779431553,112,281,0.3986,1200,-0.0002,45
779487356,112,284,0.3944,1190,-0.0003,45
779542327,113,297,0.3805,1209,-0.0001,45
779596561,113,286,0.3951,1208,-0.0002,45
779651556,112,281,0.3986,1192,-0.0003,45
779706554,109,293,0.372,1202,-0.0002,45
779760554,112,293,0.3823,1212,-0.0001,50
779816554,109,274,0.3978,1194,-0.0002,50
779870553,112,283,0.3958,1193,-0.0002,45
779925553,116,299,0.388,1207,-0.0002,45
779979553,114,290,0.3931,1211,-0.0002,45
780033553,112,283,0.3958,1196,-0.0001,45
780090356,111,296,0.375,1206,-0.0002,45
780144554,115,293,0.3925,1215,-0.0003,50
780198554,113,282,0.4007,1199,-0.0003,50
780252554,110,286,0.3846,1190,-0.0002,50
780307564,113,299,0.3779,1208,-0.0004,50
780361564,112,290,0.3862,1213,-0.0005,50
780418553,107,271,0.3948,1192,-0.0002,50
780472553,112,294,0.381,1200,-0.0003,50
780527553,114,295,0.3864,1213,-0.0001,55
780581553,114,279,0.4086,1201,-0.0003,55
780635556,113,287,0.3937,1192,-0.0005,55
780692357,112,290,0.3862,1211,-0.0004,50
780746556,113,286,0.3951,1204,-0.0003,50
780801556,114,283,0.4028,1193,-0.0005,50
780855556,110,294,0.3741,1199,-0.0005,50
780909553,112,295,0.3797,1213,-0.0004,55
780963553,112,287,0.3902,1208,-0.0004,55
781019893,110,202,0.5446,1036,-0.0005,55
781073561,109,294,0.3707,1203,-0.0006,55
781131564,113,286,0.3951,1201,-0.0006,55
781185556,113,286,0.3951,1191,-0.0005,55
781240556,111,298,0.3725,1206,-0.0006,55
781296356,115,291,0.3952,1210,-0.0006,55
781351553,112,280,0.4,1191,-0.0005,60
781405552,112,290,0.3862,1199,-0.0004,60
781459596,114,293,0.3891,1206,-0.0004,60
781514552,114,285,0.4,1203,-0.0003,60
781568552,116,284,0.4085,1192,0.0001,65
781624559,116,303,0.3828,1208,0.0001,65
781678553,113,291,0.3883,1212,0.0004,70
781733561,113,281,0.4021,1194,0.0003,70
781787561,112,288,0.3889,1192,0.0003,70
781843309,111,298,0.3725,1212,0.0004,65
781899356,114,280,0.4071,1196,0.0004,65
781953553,113,286,0.3951,1189,0.0003,60
782007553,115,298,0.3859,1206,0.0003,60
782061553,114,292,0.3904,1214,0.0003,60
782116553,116,284,0.4085,1196,0.0004,60
782170553,113,287,0.3937,1192,0.0004,60
782227553,120,302,0.3974,1213,0.0004,55
782281553,115,280,0.4107,1194,0.0005,60
782335553,112,284,0.3944,1190,0.0006,60
782389553,110,294,0.3741,1200,0.0004,55
782444195,113,292,0.387,1212,0.0003,55
782500349,116,277,0.4188,1192,0.0007,55
782555561,111,290,0.3828,1197,0.0006,55
782609561,107,289,0.3702,1210,0.0002,50
782663547,115,286,0.4021,1207,0.0001,50
782717587,113,283,0.3993,1193,-0.0001,45
782771553,112,290,0.3862,1194,-0.0001,45
782828547,116,296,0.3919,1212,0,45
782882587,114,280,0.4071,1194,-0.0002,50
782937553,114,283,0.4028,1192,-0.0004,50
782991553,114,295,0.3864,1207,-0.0003,50
783045547,115,285,0.4035,1211,-0.0003,50
783099547,112,276,0.4058,1190,-0.0004,50
783155549,112,290,0.3862,1195,-0.0004,50
783209547,113,294,0.3844,1210,-0.0004,50
783317547,112,281,0.3986,1191,-0.0007,45
783371553,113,289,0.391,1193,-0.0008,45
783427547,110,294,0.3741,1210,-0.0009,45
783481587,115,280,0.4107,1198,-0.0007,40
783535699,65,283,0.2297,1188,-0.002,40
783589547,113,291,0.3883,1199,-0.0023,40
783643587,113,290,0.3897,1210,-0.0022,45
783753553,111,279,0.3978,1188,-0.0085,45
783807553,113,291,0.3883,1202,-0.0083,45
783861553,114,283,0.4028,1207,-0.0085,45
783915547,113,273,0.4139,1188,-0.0088,45
783969587,113,284,0.3979,1187,-0.0087,50
784023587,114,288,0.3958,1194,-0.0086,45
784079585,114,283,0.4028,1206,-0.0087,50
784133585,111,276,0.4022,1189,-0.0087,45
784187553,114,285,0.4,1188,-0.0087,40
784241547,113,293,0.3857,1204,-0.0087,40
784296587,116,284,0.4085,1205,-0.0087,45
784352553,111,275,0.4036,1187,-0.0083,40
784407547,115,295,0.3898,1203,-0.0083,45
784461587,114,286,0.3986,1208,-0.0083,45
784516553,113,272,0.4154,1189,-0.0081,45
784570547,114,280,0.4071,1183,-0.0081,45
784624593,114,290,0.3931,1201,-0.0068,40
784680555,114,277,0.4116,1199,-0.0065,40
784734547,113,273,0.4139,1178,-0.0063,45
784788587,112,285,0.393,1189,0.0002,45
784843744,113,282,0.4007,1193,0.0003,45
784897547,114,276,0.413,1197,-0.0001,40
784953389,112,277,0.4043,1183,-0.0001,40
785007553,114,291,0.3918,1201,0.0001,40
785061547,114,285,0.4,1208,0.0001,40
785115561,116,275,0.4218,1192,-0.0001,40
785169553,112,280,0.4,1184,-0.0001,45
785223547,115,291,0.3952,1199,0,45
785279681,116,284,0.4085,1203,-0.0001,45
785333588,113,274,0.4124,1187,-0.0001,45
785387587,115,281,0.4093,1183,-0.0001,45
785441584,115,288,0.3993,1200,-0.0001,45
785495556,116,284,0.4085,1203,-0.0001,45
785549588,113,270,0.4185,1186,0,45
785605587,113,280,0.4036,1189,-0.0001,50
785659598,114,283,0.4028,1198,-0.0001,45
785714555,117,275,0.4255,1193,0.0002,45
785768587,113,276,0.4094,1183,0.0001,45
785822556,113,285,0.3965,1191,-0.0001,40
785879553,118,285,0.414,1203,0.0002,40
785933553,114,273,0.4176,1186,0.0004,45
785987553,112,280,0.4,1184,0.0006,50
786041553,116,291,0.3986,1202,0.0007,45
786096561,117,282,0.4149,1204,0.0004,45
786150558,115,276,0.4167,1188,0.0003,50
786206556,112,291,0.3849,1195,0.0006,50
786260556,116,285,0.407,1205,0.0005,50
786315553,118,273,0.4322,1191,0.0003,50
786369553,114,278,0.4101,1182,0.0003,50
786423553,114,282,0.4043,1194,0.0004,50
786480553,117,278,0.4209,1193,0.0004,50
786534553,115,273,0.4212,1183,0.0004,50
786589553,113,286,0.3951,1193,0.0003,50
786643554,115,284,0.4049,1203,0.0003,50
786697554,120,275,0.4364,1195,0.0005,55
786751554,116,275,0.4218,1184,0.0006,55
786808307,114,293,0.3891,1201,0.0003,55
786862562,117,283,0.4134,1206,0.0003,55
786917562,116,273,0.4249,1188,0.0006,55
786972553,115,286,0.4021,1192,0.0005,55
787026553,119,289,0.4118,1205,0.0004,55
787083553,124,275,0.4509,1190,-0.0003,55
787137553,117,279,0.4194,1185,-0.0006,50
787192553,119,289,0.4118,1196,-0.0005,50
787246553,116,280,0.4143,1203,-0.0005,50
787301553,116,267,0.4345,1175,-0.0009,50
787355553,116,282,0.4113,1187,-0.001,50
787411553,113,287,0.3937,1204,-0.0008,50
787465553,116,270,0.4296,1189,-0.0008,50
787520214,115,276,0.4167,1181,-0.0009,50
787574561,117,288,0.4062,1198,-0.0009,45
787628553,118,283,0.417,1204,-0.0009,45
787685356,119,267,0.4457,1183,-0.0007,45
787739553,116,285,0.407,1193,-0.0007,45
787794553,119,285,0.4175,1204,-0.0008,50
787848553,118,275,0.4291,1194,-0.0008,50
787903553,117,278,0.4209,1184,-0.0005,45
787957553,117,287,0.4077,1199,-0.0006,45
788013553,121,282,0.4291,1197,-0.0005,45
788067553,118,276,0.4275,1188,-0.0002,40
788121553,120,279,0.4301,1178,0.0001,45
788175553,117,288,0.4062,1201,0.0007,50
788229553,117,281,0.4164,1203,0.0007,50
788284313,117,273,0.4286,1185,0.0005,50
788340561,116,288,0.4028,1196,0.0007,50
788395561,118,284,0.4155,1204,0.0008,50
788449553,118,272,0.4338,1188,0.0007,55
788505553,116,279,0.4158,1188,0.0005,55
788559597,120,288,0.4167,1203,0.0006,60
788615553,121,274,0.4416,1191,0.0005,60
788670553,117,278,0.4209,1184,0.0005,55
788724553,120,292,0.411,1202,0.0005,55
788779553,120,280,0.4286,1204,0.0005,55
788833553,120,271,0.4428,1183,0.0006,55
788887553,120,283,0.424,1187,0.0007,55
788943553,117,287,0.4077,1207,0.0005,55
788998321,121,278,0.4353,1196,0.0006,55
789052561,121,279,0.4337,1185,0.0009,50
789107561,117,288,0.4062,1197,0.0006,55
789161553,118,285,0.414,1206,0.0005,55
789218553,121,283,0.4276,1184,0.0004,55
789272553,117,284,0.412,1190,0.0003,55
789326553,119,287,0.4146,1205,0.0004,55
789381553,120,276,0.4348,1195,0.0003,55
789435553,120,278,0.4317,1183,0,50
789489553,119,287,0.4146,1192,0,50
789545553,120,286,0.4196,1210,0.0001,50
789599553,120,270,0.4444,1191,0,50
789653553,120,278,0.4317,1179,-0.0001,50
789707553,120,291,0.4124,1199,0,50
789761621,118,286,0.4126,1208,0,50
789817561,124,273,0.4542,1188,0,50
789872561,121,284,0.4261,1191,0,50
789926553,121,289,0.4187,1205,-0.0001,50
789980553,119,280,0.425,1202,-0.0001,50
790035553,120,274,0.438,1184,0.0001,50
790089553,119,287,0.4146,1192,-0.0001,55
790146553,122,287,0.4251,1204,-0.0001,55
790200552,119,273,0.4359,1187,0.0002,55
790255552,119,282,0.422,1187,0.0003,55
790310548,120,287,0.4181,1205,0.0002,50
790365548,120,274,0.438,1195,-0.0002,45
790421553,118,277,0.426,1185,-0.0004,45
790476561,124,284,0.4366,1197,-0.0004,45
790530561,121,280,0.4321,1203,-0.0004,45
790585561,118,273,0.4322,1184,-0.0005,45
790639553,119,286,0.4161,1191,-0.0005,45
790694553,118,287,0.4111,1205,-0.0003,45
790750553,120,269,0.4461,1186,-0.0004,45
790804553,119,278,0.4281,1181,-0.0004,40
790859595,123,293,0.4198,1202,-0.0004,40
790913553,118,277,0.426,1201,-0.0004,45
790968553,117,268,0.4366,1181,-0.0004,45
791024553,115,287,0.4007,1197,-0.0005,45
791078553,120,281,0.427,1204,-0.0005,45
791132553,120,268,0.4478,1190,-0.0004,45
791187332,120,274,0.438,1175,-0.0002,40
791241561,119,288,0.4132,1199,-0.0003,40
791295562,124,279,0.4444,1196,-0.0002,40
791351553,121,269,0.4498,1183,0.0001,45
791405547,116,281,0.4128,1185,0,45
791460547,119,287,0.4146,1201,0.0004,50
791514547,119,275,0.4327,1194,0.0003,50
791568547,119,270,0.4407,1179,0.0002,50
791625554,115,287,0.4007,1197,0.0006,50
791679553,120,278,0.4317,1200,0.0006,50
791734553,119,266,0.4474,1180,0.0003,55
791788553,119,277,0.4296,1180,0.0003,55
791842553,123,286,0.4301,1196,0.0003,55
791896553,120,277,0.4332,1200,0.0003,60
791952577,119,263,0.4525,1179,0.0003,60
792006561,119,279,0.4265,1182,0.0003,60
792061561,121,284,0.4261,1202,0.0003,55
792115553,123,271,0.4539,1191,0.0005,55
792169554,119,273,0.4359,1181,0.0005,55
792226553,111,290,0.3828,1201,0.0001,55
792280553,123,278,0.4424,1197,0.0001,55
792335554,115,267,0.4307,1178,0.0003,55
792389547,118,277,0.426,1182,0.0001,50
792444547,119,282,0.422,1197,-0.0003,45
792498547,121,269,0.4498,1188,0.0002,50
792554547,120,270,0.4444,1174,-0.0002,45
792608553,119,281,0.4235,1191,-0.0001,45
792662553,122,280,0.4357,1197,0,45
792717547,119,265,0.4491,1178,-0.0005,45
792771564,119,264,0.4508,1175,-0.0007,45
792828365,119,282,0.422,1192,-0.0005,50
792882553,121,266,0.4549,1186,-0.0006,45
792937553,117,269,0.4349,1176,-0.0006,40
792991556,120,282,0.4255,1192,-0.0006,40
793045556,121,278,0.4353,1200,-0.0006,40
793099556,121,268,0.4515,1187,-0.0006,45
793155556,114,274,0.4161,1182,-0.0006,45
793210553,122,283,0.4311,1197,-0.0007,50
793264553,122,271,0.4502,1191,-0.0006,50
793318553,119,266,0.4474,1175,-0.0002,45
793372553,119,273,0.4359,1177,-0.0002,45
793426553,120,277,0.4332,1193,-0.0002,45
793483561,118,258,0.4574,1179,0.0001,50
793538561,119,270,0.4407,1175,0.0004,50
793592553,122,273,0.4469,1191,0.0003,50
793646553,121,270,0.4481,1189,0.0003,50
793701553,120,263,0.4563,1177,-0.0001,50
793757553,118,278,0.4245,1186,0,50
793812553,122,278,0.4388,1197,0.0001,50
793867553,118,261,0.4521,1179,0.0001,50
793922553,120,275,0.4364,1181,0,50
793976553,117,277,0.4224,1194,0.0002,50
794030553,123,273,0.4505,1196,0.0001,50
794086553,125,273,0.4579,1176,0,50
794141291,120,281,0.427,1189,0,50
794195561,121,276,0.4384,1196,0,50
794249561,121,263,0.4601,1181,0.0001,50
794304553,121,266,0.4549,1172,0.0002,45
794360553,119,278,0.4281,1188,0.0001,50
794415553,123,265,0.4642,1182,0.0002,50
794469553,123,261,0.4713,1164,0.0005,55
794524553,119,278,0.4281,1186,0.0005,55
794578553,119,273,0.4359,1196,0.0002,60
794632553,122,264,0.4621,1182,0.0005,55
794688553,119,271,0.4391,1176,0.0004,55
794742553,121,279,0.4337,1192,0.0006,55
794796553,122,273,0.4469,1196,0.0007,55
794850553,121,264,0.4583,1180,0.0003,55
794905240,122,272,0.4485,1177,0.0002,55
794961561,123,284,0.4331,1199,0.0004,55
795016561,125,265,0.4717,1183,0.0001,55
795070553,121,271,0.4465,1175,0,55
795124553,121,277,0.4368,1187,0.0001,50
795179553,122,271,0.4502,1190,0.0001,50
795233553,122,263,0.4639,1179,0.0001,50
795290560,122,278,0.4388,1184,0.0001,50
795344553,122,276,0.442,1196,0,55
795399553,119,262,0.4542,1182,0,55
795453553,123,269,0.4572,1174,0.0002,60
795507553,118,278,0.4245,1185,-0.0001,55
795563553,123,276,0.4457,1197,-0.0003,55
795618286,122,263,0.4639,1176,0,55
795672561,121,275,0.44,1179,0.0001,55
795726561,122,279,0.4373,1194,-0.0002,55
795781564,123,273,0.4505,1192,-0.0001,55
795835556,122,268,0.4552,1178,-0.0004,50
795892553,123,286,0.4301,1196,-0.0002,50
795946553,123,273,0.4505,1198,-0.0001,50
796001553,122,261,0.4674,1172,-0.0003,55
796055553,121,273,0.4432,1177,-0.0003,55
796109553,121,280,0.4321,1193,-0.0001,55
796166556,125,266,0.4699,1182,-0.0002,55
796220556,121,271,0.4465,1174,-0.0002,55
796274553,122,280,0.4357,1186,-0.0002,50
796328553,121,275,0.44,1197,-0.0002,50
796437561,123,270,0.4556,1175,-0.0005,45
796494553,124,283,0.4382,1198,-0.0005,45
796548553,125,270,0.463,1191,-0.0005,45
796603553,124,267,0.4644,1176,-0.0002,45
796657553,126,286,0.4406,1189,-0.0003,45
796711643,126,280,0.45,1199,-0.0004,45
796768554,123,259,0.4749,1178,0,50
796822553,122,271,0.4502,1172,0.0001,50
796877553,126,283,0.4452,1196,0.0001,45
796931553,121,268,0.4515,1190,0.0001,45
796985553,124,266,0.4662,1176,-0.0004,45
797039553,124,272,0.4559,1178,-0.0004,45
797096206,125,277,0.4513,1197,-0.0003,40
797150555,117,261,0.4483,1179,-0.0003,40
797205553,124,271,0.4576,1176,-0.0005,45
797259595,124,282,0.4397,1192,-0.0003,45
797313556,125,274,0.4562,1196,-0.0003,45
797369556,63,264,0.2386,1176,0.0001,45
797423556,122,278,0.4388,1183,0.0001,45
797478556,125,278,0.4496,1199,0.0004,50
797532556,125,267,0.4682,1187,0.0005,50
797586556,123,263,0.4677,1173,0.0006,45
797641556,123,275,0.4473,1180,0.0005,45
797697555,124,270,0.4593,1191,0.0005,45
797751556,120,261,0.4598,1176,0.0006,45
797805556,122,268,0.4552,1173,0.0007,45
797860487,125,278,0.4496,1191,0.0004,45
797914564,125,268,0.4664,1190,0.0006,45
797970564,119,263,0.4525,1173,0.0007,45
798024556,124,275,0.4509,1178,0.0007,45
798078547,122,272,0.4485,1195,0.0009,45
798132587,125,266,0.4699,1187,0.0008,45
798186587,125,269,0.4647,1175,0.0006,45
798241547,124,280,0.4429,1186,0.0007,45
798297587,127,278,0.4568,1195,0.0007,45
798406553,122,272,0.4485,1176,0.0034,45
798460553,125,275,0.4545,1186,0.0029,45
798514547,124,268,0.4627,1189,0.0029,45
798568587,121,261,0.4636,1173,0.0029,50
798624558,121,274,0.4416,1181,0.0028,50
798679553,126,272,0.4632,1193,0.0028,50
798734556,126,258,0.4884,1174,0.003,50
798789553,119,265,0.4491,1173,0.003,50
798843556,124,275,0.4509,1188,0.0029,55
798899547,126,264,0.4773,1182,0.0031,55
798953587,123,264,0.4659,1172,0.0033,55
799007553,123,276,0.4457,1181,0.003,55
799061547,124,275,0.4509,1194,0.003,55
799115587,125,265,0.4717,1187,0.0027,55
799169556,128,270,0.4741,1175,0.0024,55
799226114,125,201,0.6219,1035,0.0007,60
799279587,126,272,0.4632,1190,0.0007,60
799333558,124,264,0.4697,1180,0.0005,60
799387547,121,265,0.4566,1171,0.0005,60
799441587,124,277,0.4477,1182,-0.0022,60
799497357,119,269,0.4424,1189,-0.0022,55
799551547,123,258,0.4767,1172,-0.0023,50
799605587,121,265,0.4566,1169,-0.0023,50
799713547,125,269,0.4647,1191,-0.0026,45
799767587,123,258,0.4767,1174,-0.0026,50
799877547,125,273,0.4579,1190,-0.0058,45
799931547,126,267,0.4719,1188,-0.0056,50
799986274,124,261,0.4751,1172,-0.0057,50
800040547,125,271,0.4613,1179,-0.0057,50
800094587,126,274,0.4599,1187,-0.0055,45
800151558,127,261,0.4866,1177,-0.005,50
800206555,123,272,0.4522,1179,-0.0047,50
800260587,127,277,0.4585,1192,-0.0045,50
800314556,121,270,0.4481,1191,-0.0026,50
800368547,125,261,0.4789,1173,-0.0027,45
800424587,120,273,0.4396,1179,-0.0025,50
800478556,125,273,0.4579,1191,-0.0025,50
800532547,126,262,0.4809,1182,-0.0027,55
800586556,124,260,0.4769,1169,-0.0028,50
800640556,127,273,0.4652,1176,-0.0028,50
800694866,125,275,0.4545,1191,-0.0028,50
800750675,125,258,0.4845,1177,-0.0023,50
800804547,125,266,0.4699,1170,-0.0023,50
800858587,123,274,0.4489,1184,-0.0024,45
800912719,126,273,0.4615,1197,0.0007,45
800968556,126,258,0.4884,1174,0.0009,45
801024549,124,273,0.4542,1182,0.0008,45
801078587,123,271,0.4539,1194,0.0006,45
801132556,125,266,0.4699,1187,0.0007,45
801186547,124,263,0.4715,1172,0.0008,50
801240587,122,272,0.4485,1177,0.0003,45
801294556,126,274,0.4599,1190,0.0002,40
801350556,126,259,0.4865,1178,-0.0002,45
801404553,125,265,0.4717,1169,-0.0005,45
801459336,127,277,0.4585,1186,-0.0003,40
