us,red,ir,ratio,adcAvg,ratioSlope,AI
739635555,127,261,0.4866,1169,0.0003,45
739689555,126,274,0.4599,1181,0.0001,40
739743555,129,270,0.4778,1191,0,45
739799555,1,129,0.0078,1171,-0.0039,45
739853555,128,267,0.4794,1169,-0.0039,45
739907556,125,275,0.4545,1186,-0.0044,45
739961556,128,270,0.4741,1192,-0.0046,45
740016254,128,259,0.4942,1174,-0.0043,50
740072367,129,272,0.4743,1180,-0.0044,50
740129555,131,271,0.4834,1187,-0.0042,50
740183555,129,263,0.4905,1173,-0.0043,55
740238555,127,270,0.4704,1179,-0.0043,55
740292555,131,273,0.4799,1187,-0.0042,60
740346555,128,264,0.4848,1186,-0.0041,60
740402571,129,256,0.5039,1158,-0.0043,60
740456556,129,275,0.4691,1182,-0.0043,60
740511556,127,271,0.4686,1191,-0.0042,60
740565556,127,258,0.4922,1175,-0.0042,55
740619555,124,264,0.4697,1168,-0.0042,55
740673555,128,275,0.4655,1184,-0.0043,55
740730313,128,263,0.4867,1183,-0.0043,55
740784563,127,262,0.4847,1170,-0.0042,50
740839563,127,274,0.4635,1181,-0.0043,50
740893556,128,270,0.4741,1192,-0.0004,55
740947556,130,262,0.4962,1180,-0.0002,55
741003556,72,264,0.2727,1172,-0.0023,55
741057556,129,274,0.4708,1187,-0.0023,55
741112557,129,266,0.485,1184,-0.0025,55
741166555,128,260,0.4923,1172,-0.0027,50
741220555,126,264,0.4773,1165,-0.0026,50
741275555,127,273,0.4652,1189,-0.0024,50
741331555,126,259,0.4865,1176,-0.0025,45
741385555,127,263,0.4829,1169,-0.0025,45
741439555,125,272,0.4596,1179,-0.0024,40
741494383,128,270,0.4741,1190,-0.0022,40
741548563,125,256,0.4883,1176,-0.0023,45
741604563,126,267,0.4719,1175,-0.0023,45
741658555,128,272,0.4706,1187,-0.0023,40
741712555,129,267,0.4831,1188,-0.0023,45
741766555,126,259,0.4865,1174,-0.0022,50
741820555,128,269,0.4758,1173,-0.0023,50
741874556,128,273,0.4689,1188,-0.0023,45
741931556,128,257,0.4981,1171,-0.0021,45
741986439,126,262,0.4809,1168,-0.0021,45
742040556,128,269,0.4758,1175,-0.0023,40
742094556,128,268,0.4776,1190,0.0001,40
742148555,125,257,0.4864,1174,0.0003,40
742204357,125,265,0.4717,1171,0.0001,40
742259593,125,272,0.4596,1190,0.0005,45
742313563,127,263,0.4829,1183,0.0005,45
742368564,125,259,0.4826,1169,0.0003,45
742422556,125,272,0.4596,1180,0.0005,45
742476557,127,271,0.4686,1190,0.0007,45
742532556,124,254,0.4882,1174,0.0005,45
742586556,127,266,0.4774,1169,0.0004,45
742641555,129,278,0.464,1188,0.0005,45
742695555,127,265,0.4792,1189,0.0005,45
742749555,125,261,0.4789,1178,0.0005,45
742806357,125,267,0.4682,1180,0.0005,40
742860555,128,264,0.4848,1182,0.0005,40
742914556,127,258,0.4922,1176,0.0006,45
742968556,124,262,0.4733,1168,0.0006,45
743023565,126,275,0.4582,1182,0.0003,45
743077564,124,268,0.4627,1191,0.0002,50
743134555,122,251,0.4861,1170,0.0003,45
743188555,126,272,0.4632,1177,0.0001,45
743243555,127,274,0.4635,1192,-0.0002,50
743298555,127,257,0.4942,1180,0.0001,50
743353555,128,266,0.4812,1172,-0.0002,50
743409358,131,285,0.4596,1193,0.0001,50
743464556,130,263,0.4943,1182,0,50
743518556,127,260,0.4885,1170,-0.0003,45
743572556,127,272,0.4669,1176,-0.0003,45
743626561,126,272,0.4632,1191,-0.0001,45
743680555,130,263,0.4943,1182,-0.0002,45
743736563,124,258,0.4806,1168,-0.0003,40
743790563,121,275,0.44,1185,-0.0002,45
743845563,126,268,0.4701,1190,-0.0002,45
743899556,125,259,0.4826,1174,-0.0002,50
743953556,127,267,0.4757,1172,-0.0002,45
744010358,128,283,0.4523,1195,-0.0003,45
744064556,129,263,0.4905,1184,-0.0002,45
744118394,130,266,0.4887,1173,0,40
744172555,130,279,0.4659,1185,0,40
744226555,132,279,0.4731,1197,-0.0001,40
744280555,130,268,0.4851,1188,0.0001,40
744336555,128,262,0.4885,1172,0.0004,45
744390556,129,274,0.4708,1179,0.0001,40
744444556,128,271,0.4723,1193,0.0002,40
744498592,128,257,0.4981,1169,-0.0003,40
744552555,126,264,0.4773,1170,-0.0001,45
744606565,125,276,0.4529,1183,0.0003,45
744662555,127,270,0.4704,1192,0.0002,45
744716555,125,261,0.4789,1175,0.0001,50
744771555,126,271,0.4649,1177,0.0003,50
744825555,125,274,0.4562,1192,0.0004,45
744879556,128,269,0.4758,1194,0.0003,45
744936556,130,263,0.4943,1174,0.0003,45
744990556,129,279,0.4624,1189,0.0003,50
745045556,130,275,0.4727,1195,0.0003,50
745099556,127,261,0.4866,1177,0.0004,55
745153555,127,265,0.4792,1170,0.0003,55
745207555,127,278,0.4568,1189,0.0001,55
745263726,128,269,0.4758,1188,0.0002,50
745317578,127,259,0.4903,1165,0.0004,50
745372565,127,274,0.4635,1181,0.0001,50
745426556,126,275,0.4582,1193,-0.0003,50
745480556,125,261,0.4789,1177,-0.0002,50
745537556,130,263,0.4943,1174,-0.0005,50
745591556,128,280,0.4571,1191,0.0001,50
745646555,130,272,0.4779,1193,0.0001,50
745700555,129,265,0.4868,1178,-0.0003,50
745754555,127,272,0.4669,1177,-0.0003,50
745809555,130,281,0.4626,1194,-0.0001,50
745865555,129,263,0.4905,1178,-0.0003,50
745919556,127,266,0.4774,1171,-0.0004,45
745973557,126,274,0.4599,1184,-0.0003,45
746028565,127,269,0.4721,1188,-0.0003,45
746082564,127,261,0.4866,1178,-0.0003,45
746139493,126,269,0.4684,1181,-0.0003,45
746193555,128,276,0.4638,1193,-0.0004,45
746248555,124,264,0.4697,1182,-0.0004,45
746302555,127,267,0.4757,1172,-0.0003,50
746356555,125,279,0.448,1185,-0.0005,45
746411556,129,278,0.464,1196,-0.0008,45
746467557,124,258,0.4806,1178,-0.0006,50
746521556,128,275,0.4655,1179,-0.0005,50
746575556,127,280,0.4536,1194,-0.0009,45
746629555,127,272,0.4669,1193,-0.0005,45
746683555,126,262,0.4809,1176,-0.0008,45
746737555,126,269,0.4684,1173,-0.0007,45
746794563,126,270,0.4667,1192,-0.0005,45
746849563,126,258,0.4884,1172,-0.0007,45
746903555,125,267,0.4682,1171,-0.0007,45
746957555,128,278,0.4604,1188,-0.0005,45
747012555,126,272,0.4632,1193,-0.0005,45
747068555,127,260,0.4885,1174,-0.0005,45
747123555,124,276,0.4493,1186,-0.0005,45
747177555,122,274,0.4453,1195,-0.0006,45
747231555,127,264,0.4811,1184,-0.0005,45
747285555,127,267,0.4757,1174,-0.0005,40
747340555,126,280,0.45,1188,-0.0006,40
747396556,128,271,0.4723,1191,-0.0006,40
747452292,125,262,0.4771,1172,-0.0004,40
747506564,125,274,0.4562,1185,-0.0004,40
747560565,126,273,0.4615,1193,-0.0007,45
747614564,127,260,0.4885,1184,-0.0004,45
747670555,123,263,0.4677,1168,-0.0002,45
747725555,125,279,0.448,1188,0.0001,45
747779555,124,271,0.4576,1193,0.0004,50
747833555,126,263,0.4791,1176,0.0003,50
747888556,125,271,0.4613,1177,0.0003,50
747942556,127,278,0.4568,1192,0.0006,50
747999556,123,260,0.4731,1179,0.0006,50
748053556,126,269,0.4684,1174,0.0005,45
748107556,125,281,0.4448,1190,0.0006,45
748161555,125,273,0.4579,1196,0.0007,45
748216370,126,261,0.4828,1176,0.0006,50
748272563,122,271,0.4502,1179,0.0006,50
748327563,123,273,0.4505,1193,0.0006,55
748381556,127,267,0.4757,1186,0.0006,55
748435556,125,266,0.4699,1172,0.0007,55
748490556,122,273,0.4469,1181,0.0005,50
748544556,125,274,0.4562,1197,0.0003,55
748600556,124,264,0.4697,1177,0.0005,50
748654555,125,263,0.4753,1176,0.0006,55
748708555,124,281,0.4413,1193,0,55
748763555,127,272,0.4669,1193,0,55
748873556,122,279,0.4373,1188,0.008,55
748927557,127,277,0.4585,1197,0.0082,60
748982564,126,265,0.4755,1180,0.0081,60
749036565,122,267,0.4569,1173,0.0081,60
749091564,121,278,0.4353,1190,0.0083,60
749145555,124,270,0.4593,1196,0.0084,60
749202555,122,258,0.4729,1174,0.0083,60
749256563,123,277,0.444,1184,0.0083,60
749310835,125,271,0.4613,1186,0.0083,60
749365555,124,263,0.4715,1182,0.0083,60
749419556,123,267,0.4607,1174,0.0084,60
749476556,126,288,0.4375,1195,0.0082,60
749530556,125,270,0.463,1191,0.0082,60
749584556,125,266,0.4699,1176,0.0083,60
749638555,124,273,0.4542,1178,0.0083,60
749693374,124,280,0.4429,1196,0.0081,55
749747563,126,269,0.4684,1189,0.008,55
749804563,123,265,0.4642,1174,0.0083,55
749858555,125,280,0.4464,1190,0.008,50
749912555,123,271,0.4539,1194,0.0002,45
749967555,123,259,0.4749,1175,-0.0003,45
750021555,123,268,0.459,1169,-0.0003,45
750078555,122,280,0.4357,1195,0.0001,45
750132556,125,260,0.4808,1179,-0.0001,45
750187555,123,267,0.4607,1173,-0.0003,40
750241555,119,279,0.4265,1190,-0.0001,40
750295555,125,275,0.4545,1197,-0.0001,40
750349555,123,264,0.4659,1181,-0.0001,40
750406337,124,274,0.4526,1182,-0.0001,40
750460564,125,277,0.4513,1196,-0.0001,40
750514555,124,266,0.4662,1187,-0.0001,40
750569556,122,264,0.4621,1173,0,40
750623555,123,277,0.444,1185,-0.0001,35
750680555,125,275,0.4545,1191,-0.0002,35
750734555,123,264,0.4659,1175,-0.0001,40
750789555,122,266,0.4586,1182,0,40
750843555,124,274,0.4526,1189,-0.0001,40
750897556,124,269,0.461,1190,-0.0002,40
750952556,122,266,0.4586,1175,0,40
751008728,125,284,0.4401,1194,0.0002,40
751062556,123,276,0.4457,1198,0.0006,45
751116556,124,265,0.4679,1181,0.0005,45
751171538,122,272,0.4485,1177,0.0003,45
751225563,123,279,0.4409,1193,0.0007,45
751282365,124,267,0.4644,1182,0.0006,45
751336555,125,268,0.4664,1173,0.0004,45
751391557,122,283,0.4311,1192,0.0005,45
751445556,125,274,0.4562,1196,0.0005,45
751499556,124,265,0.4679,1182,0.0005,50
751554798,122,270,0.4519,1176,0.0005,50
751611556,126,281,0.4484,1197,0.0005,50
751665555,125,264,0.4735,1180,0.0005,50
751719588,124,271,0.4576,1177,0.0006,45
751773588,120,281,0.427,1188,0.0004,45
751827589,124,278,0.446,1199,0.0003,50
751881587,126,268,0.4701,1188,0.0004,50
751937590,123,273,0.4505,1176,0.0003,50
751994556,123,278,0.4424,1196,0.0001,50
752049556,126,264,0.4773,1181,0.0004,50
752103555,122,270,0.4519,1175,0.0002,45
752157588,124,283,0.4382,1189,0.0003,45
752213555,125,274,0.4562,1194,0.0004,45
752267555,122,265,0.4604,1178,0.0003,50
752322555,122,274,0.4453,1184,0.0003,50
752376589,124,275,0.4509,1190,0.0004,50
752432563,126,268,0.4701,1185,0.0004,50
752486607,126,272,0.4632,1177,0.0002,45
752542588,124,282,0.4397,1196,0.0003,45
752596563,118,273,0.4322,1195,0.0003,45
752650555,123,267,0.4607,1179,0.0003,45
752704588,122,274,0.4453,1177,0.0003,45
752758649,121,281,0.4306,1194,0.0001,45
752815555,130,270,0.4815,1186,0.0003,45
752869556,131,277,0.4729,1176,0.0006,40
752923588,121,280,0.4321,1186,0.0005,40
752977555,125,278,0.4496,1197,0.0003,45
753031589,124,268,0.4627,1188,0.0004,45
753085588,123,269,0.4572,1178,0.0006,45
753141588,126,282,0.4468,1195,0.0002,40
753195837,124,275,0.4509,1194,0.0002,40
753249557,125,267,0.4682,1183,-0.0002,40
753303589,122,270,0.4519,1171,-0.0002,40
753357588,123,283,0.4346,1191,0.0001,40
753411555,121,278,0.4353,1199,0.0002,40
753467589,122,265,0.4604,1178,0.0001,40
753521588,121,275,0.44,1177,0.0003,40
753575555,122,281,0.4342,1194,0.0004,40
753629556,118,274,0.4307,1198,0.0004,40
753683555,122,265,0.4604,1180,0.0004,40
753740006,121,206,0.5874,1041,0.0005,40
753793556,124,281,0.4413,1199,0.0005,40
753847556,124,271,0.4576,1193,0.0006,45
753901563,123,270,0.4556,1179,0.0004,45
753955589,123,281,0.4377,1182,0.0002,40
754009588,124,283,0.4382,1197,0.0002,45
754066296,123,263,0.4677,1183,0.0004,40
754120563,122,268,0.4552,1170,0.0003,45
754174588,64,283,0.2261,1192,-0.0026,45
754282557,121,265,0.4566,1185,-0.0098,40
754338390,121,271,0.4465,1179,-0.0095,40
754392557,124,282,0.4397,1196,-0.0094,35
754446555,121,274,0.4416,1198,-0.0094,35
754500588,124,268,0.4627,1180,-0.0096,35
754554556,124,275,0.4509,1177,-0.0096,35
754608556,124,284,0.4366,1195,-0.0096,35
754664588,128,284,0.4507,1192,-0.0096,40
754718330,123,271,0.4539,1179,-0.0097,45
754773556,120,281,0.427,1187,-0.0097,40
754827588,122,278,0.4388,1198,-0.0098,45
754882556,126,265,0.4755,1184,-0.0097,40
754936556,122,269,0.4535,1170,-0.0097,45
754993555,122,284,0.4296,1199,-0.0098,45
755047555,121,273,0.4432,1194,-0.0098,40
755101555,121,269,0.4498,1179,-0.0097,45
755156554,118,280,0.4214,1185,-0.0102,45
755210554,122,279,0.4373,1199,-0.0104,45
755266554,121,267,0.4532,1184,-0.0075,50
755320554,122,273,0.4469,1179,-0.0004,50
755375587,122,286,0.4266,1195,0,55
755429563,123,277,0.444,1200,0.0001,55
755484563,119,264,0.4508,1180,-0.0001,55
755538555,111,276,0.4022,1179,0.0003,55
755595555,124,285,0.4351,1200,0.0005,60
755649554,121,266,0.4549,1183,0.0005,60
755703554,120,269,0.4461,1177,0.0005,60
755758554,123,283,0.4346,1188,0.0005,55
755812554,123,277,0.444,1199,0.0005,55
755868555,118,264,0.447,1178,0.0005,55
755922555,120,279,0.4301,1183,0.0005,55
755976555,119,283,0.4205,1199,0.0004,55
756030555,123,274,0.4489,1196,0.0004,55
756084555,120,269,0.4461,1181,0.0005,50
756139354,123,280,0.4393,1186,0.0004,50
756195562,123,284,0.4331,1201,0.0003,45
756249562,122,266,0.4586,1184,0.0007,45
756303559,119,269,0.4424,1176,0.0007,45
756357554,121,282,0.4291,1191,0.0004,45
756412555,122,279,0.4373,1198,0.0003,45
756468357,122,265,0.4604,1179,-0.0002,40
756523555,120,277,0.4332,1188,-0.0001,40
756577555,122,278,0.4388,1194,0.0001,40
756632554,121,267,0.4532,1187,-0.0004,40
756686554,119,272,0.4375,1178,-0.0004,40
756740554,122,284,0.4296,1190,-0.0003,40
756796554,127,281,0.452,1199,-0.0003,40
756851221,123,268,0.459,1181,-0.0004,40
756905563,119,279,0.4265,1183,-0.0004,40
756959599,121,283,0.4276,1198,-0.0003,45
757014555,123,274,0.4489,1193,-0.0003,45
757070357,120,270,0.4444,1177,-0.0003,45
757125554,122,286,0.4266,1196,-0.0004,45
757179554,120,275,0.4364,1198,-0.0004,50
757234554,118,267,0.4419,1181,-0.0004,50
757288554,120,276,0.4348,1180,-0.0004,50
757342554,121,277,0.4368,1196,-0.0006,55
757399555,121,264,0.4583,1179,-0.0004,55
757453555,121,274,0.4416,1178,-0.0002,50
757507555,119,284,0.419,1193,-0.0005,50
757561555,123,281,0.4377,1201,-0.0002,50
757616294,125,269,0.4647,1186,-0.0006,50
757672364,121,277,0.4368,1184,-0.0006,50
757727554,120,282,0.4255,1200,-0.0003,50
757781554,122,271,0.4502,1189,-0.0004,50
757836554,121,271,0.4465,1178,-0.0005,50
757890555,120,283,0.424,1189,-0.0004,45
757944555,121,280,0.4321,1199,-0.0003,45
758001555,113,258,0.438,1180,-0.0003,45
758055555,121,277,0.4368,1183,-0.0003,45
758110555,122,284,0.4296,1200,-0.0003,45
758164554,122,272,0.4485,1192,-0.0003,45
758218554,121,269,0.4498,1175,-0.0002,45
758274356,120,285,0.4211,1193,-0.0003,45
758329162,120,189,0.6349,1018,0.001,45
758382563,122,270,0.4519,1188,0.0011,40
758436563,119,275,0.4327,1179,0.0011,40
758491555,119,286,0.4161,1195,0.0006,40
758545555,115,275,0.4182,1200,0.0003,45
758602555,115,260,0.4423,1179,0.0007,45
758656554,119,281,0.4235,1188,0.0009,45
758711554,119,281,0.4235,1201,0.0014,50
758765554,120,269,0.4461,1188,0.0013,50
758819554,121,273,0.4432,1178,0.0011,50
758876357,123,289,0.4256,1201,0.0013,50
758930555,121,272,0.4449,1190,0.0013,50
758984555,122,271,0.4502,1182,0.0012,50
759038704,121,276,0.4384,1176,0.0012,45
759093427,120,286,0.4196,1201,0.0012,50
759148295,120,272,0.4412,1191,0.0012,50
759204625,108,271,0.3985,1181,0.0012,50
759258554,120,284,0.4225,1196,0.0011,50
759313552,122,277,0.4404,1198,0.0011,50
759367552,62,269,0.2305,1181,0.0001,50
759421552,119,277,0.4296,1180,-0.0013,55
759478353,125,293,0.4266,1201,-0.0015,55
759532552,121,270,0.4481,1187,-0.0014,55
759587552,122,276,0.442,1179,-0.0011,50
759641555,121,287,0.4216,1197,-0.001,50
759695555,121,278,0.4353,1204,-0.0011,50
759749555,121,266,0.4549,1180,-0.0016,45
759806420,119,280,0.425,1190,-0.0016,45
759860563,119,284,0.419,1202,-0.0013,45
759915563,122,271,0.4502,1189,-0.0014,45
759969555,115,273,0.4212,1178,-0.0013,45
760023555,119,283,0.4205,1190,-0.0012,40
760081357,118,277,0.426,1193,-0.001,45
760135555,119,271,0.4391,1179,-0.001,45
760190555,119,285,0.4175,1192,-0.001,45
760244555,121,280,0.4321,1201,-0.001,45
760299555,117,267,0.4382,1186,-0.001,45
760353555,120,276,0.4348,1181,-0.001,45
760409555,125,294,0.4252,1199,-0.001,40
760463555,122,280,0.4357,1204,0.0001,40
760518241,121,268,0.4515,1183,0.0002,45
760572563,119,280,0.425,1181,0.0002,45
760626563,120,285,0.4211,1201,-0.0001,45
760683357,120,270,0.4444,1186,0,45
760737555,120,275,0.4364,1178,0.0001,40
760792555,116,285,0.407,1196,-0.0003,40
760846555,119,277,0.4296,1200,0.0001,40
760901555,114,269,0.4238,1182,0.0001,40
760955555,118,280,0.4214,1183,0.0001,40
761011555,125,291,0.4296,1204,0.0003,40
761065555,120,271,0.4428,1190,0.0001,45
761119552,119,275,0.4327,1181,0,40
761173552,119,285,0.4175,1191,0.0001,40
761227552,120,282,0.4255,1202,0.0001,40
761282253,121,272,0.4449,1190,0.0001,40
761338562,119,279,0.4265,1182,0.0001,40
761393787,119,281,0.4235,1189,0.0001,40
761447555,121,275,0.44,1195,0.0001,40
761501555,116,271,0.428,1180,0.0001,40
761556555,117,281,0.4164,1188,0,35
761612555,117,283,0.4134,1202,-0.0003,35
761667554,116,268,0.4328,1184,-0.0002,35
761721554,118,275,0.4291,1181,-0.0001,35
761776554,122,289,0.4221,1200,-0.0004,35
761830554,122,279,0.4373,1199,-0.0004,35
761884555,119,271,0.4391,1183,0.0001,40
761940555,119,286,0.4161,1194,0.0003,45
761995254,120,284,0.4225,1204,0.0003,45
762049563,121,269,0.4498,1187,0,45
762103563,118,276,0.4275,1182,0,45
762157556,118,286,0.4126,1193,0.0002,45
762213558,118,273,0.4322,1187,0.0003,45
762268554,117,270,0.4333,1180,0.0002,45
762322554,115,280,0.4107,1186,0.0002,45
762376554,120,284,0.4225,1200,0.0003,50
762431554,119,274,0.4343,1191,0.0003,50
762485554,119,273,0.4359,1180,0.0003,55
762541554,119,288,0.4132,1197,0.0002,55
762595554,120,289,0.4152,1202,0.0002,60
762649554,120,273,0.4396,1188,0.0003,60
762703554,118,275,0.4291,1180,0.0004,60
762757554,120,287,0.4181,1195,0.0003,60
762814364,118,277,0.426,1195,0.0002,60
762869563,118,269,0.4387,1179,0.0004,60
762923555,117,282,0.4149,1187,0.0001,60
762977555,117,282,0.4149,1201,-0.0002,60
763032631,119,264,0.4508,1177,-0.0007,55
763086555,116,274,0.4234,1179,-0.0007,55
763142554,121,292,0.4144,1199,-0.0003,55
763196554,118,279,0.4229,1200,-0.0003,55
763250554,115,270,0.4259,1184,-0.0004,60
763305554,117,279,0.4194,1185,-0.0003,55
763359581,117,285,0.4105,1201,-0.0002,55
763413555,119,279,0.4265,1202,-0.0002,50
763469555,119,277,0.4296,1182,-0.0002,55
763524409,115,287,0.4007,1196,-0.0002,50
763578563,118,281,0.4199,1202,-0.0002,50
763633556,117,269,0.4349,1184,-0.0002,50
763687562,118,274,0.4307,1180,-0.0001,50
763744554,117,287,0.4077,1196,-0.0003,50
763798554,117,270,0.4333,1190,-0.0003,50
763852554,119,273,0.4359,1179,-0.0001,50
763907555,118,287,0.4111,1195,-0.0003,50
763961555,115,281,0.4093,1203,-0.0006,50
764015555,117,271,0.4317,1191,-0.0004,45
764071555,117,279,0.4194,1182,-0.0003,45
764125554,119,287,0.4146,1200,0.0002,50
764179554,118,279,0.4229,1203,0.0002,50
764233554,116,270,0.4296,1185,0,50
764288494,118,281,0.4199,1183,0.0001,50
764344562,114,285,0.4,1201,0.0003,50
764399555,121,270,0.4481,1185,0.0001,50
764453555,115,275,0.4182,1179,0,50
764508555,115,287,0.4007,1197,0.0001,45
764562555,117,277,0.4224,1196,0.0002,45
764616555,118,269,0.4387,1185,0.0001,45
764672554,127,290,0.4379,1187,0.0001,40
764726554,118,285,0.414,1201,0.0001,45
764781554,116,274,0.4234,1194,0.0001,45
764835554,116,274,0.4234,1182,0.0002,50
764889555,115,285,0.4035,1192,0,45
764945357,118,285,0.414,1203,-0.0002,45
765000239,116,268,0.4328,1183,0,50
765054563,115,276,0.4167,1180,0.0001,50
765108563,116,286,0.4056,1197,-0.0003,50
765163554,118,288,0.4097,1199,-0.0004,50
765217554,114,270,0.4222,1184,-0.0005,50
765274554,114,285,0.4,1195,-0.0002,45
765328554,116,278,0.4173,1203,-0.0001,50
765383555,117,266,0.4398,1180,-0.0003,50
765437555,116,277,0.4188,1181,-0.0004,50
765491558,118,287,0.4111,1198,-0.0002,50
765548357,117,275,0.4255,1193,-0.0002,50
765602555,116,275,0.4218,1182,-0.0003,50
765656554,115,287,0.4007,1191,-0.0002,45
765710554,115,284,0.4049,1200,-0.0002,50
765765290,117,273,0.4286,1191,-0.0002,50
765819562,116,275,0.4218,1180,-0.0002,50
765876554,118,295,0.4,1201,-0.0003,45
765930554,117,276,0.4239,1197,-0.0003,45
765985554,116,270,0.4296,1180,-0.0001,45
766039554,114,285,0.4,1189,-0.0002,45
766093554,117,285,0.4105,1202,-0.0005,50
766150355,116,266,0.4361,1185,-0.0002,50
766205554,114,277,0.4116,1181,-0.0002,45
766259596,116,286,0.4056,1201,-0.0002,45
766313554,116,279,0.4158,1200,-0.0001,45
766367554,116,272,0.4265,1184,-0.0005,45
766421554,114,278,0.4101,1182,-0.0004,45
766477555,119,287,0.4146,1193,-0.0001,50
766531562,111,271,0.4096,1191,-0.0001,50
766585562,115,272,0.4228,1180,-0.0001,50
766640554,112,283,0.3958,1191,0,50
766694554,114,281,0.4057,1201,0.0001,50
766751355,118,266,0.4436,1183,0,50
766805554,113,280,0.4036,1186,0,50
766860554,115,287,0.4007,1202,0,50
766914555,118,277,0.426,1197,0,50
766968555,116,269,0.4312,1184,0.0001,50
767023555,114,283,0.4028,1187,0,50
767079555,121,282,0.4291,1193,0,50
767133555,113,270,0.4185,1184,0.0001,45
767187554,114,277,0.4116,1180,0.0001,45
767241587,115,285,0.4035,1196,-0.0002,45
767296554,114,278,0.4101,1199,-0.0003,45
767352389,112,270,0.4148,1181,-0.0001,50
767407953,113,203,0.5567,1029,-0.0021,45
767461555,115,282,0.4078,1203,-0.0019,50
767515554,116,272,0.4265,1190,-0.0021,45
767569587,122,284,0.4296,1181,-0.0022,50
767623559,114,285,0.4,1191,-0.0021,50
767680554,121,288,0.4201,1198,-0.0021,50
767734554,115,276,0.4167,1189,-0.0022,45
767788554,114,276,0.413,1184,-0.0023,45
767842556,114,282,0.4043,1192,-0.0022,40
767897258,113,276,0.4094,1196,-0.0022,45
767951556,111,272,0.4081,1182,-0.0022,45
768007587,114,287,0.3972,1195,-0.0022,40
768062554,114,281,0.4057,1202,-0.0023,40
768116554,56,270,0.2074,1186,-0.0034,40
768170587,110,277,0.3971,1181,-0.0036,45
768224562,117,287,0.4077,1197,-0.0037,50
768280356,115,279,0.4122,1198,-0.0037,50
768334588,114,274,0.4161,1183,-0.0035,50
768388562,114,282,0.4043,1185,-0.0036,50
768442554,117,283,0.4134,1200,-0.0036,50
768496554,117,285,0.4105,1201,-0.0015,50
768550555,112,270,0.4148,1183,-0.0016,55
768606587,110,279,0.3943,1191,-0.0013,50
768660587,113,279,0.405,1195,-0.001,50
768715555,112,269,0.4164,1189,-0.0012,55
768769555,113,278,0.4065,1181,-0.0011,55
768824555,110,288,0.3819,1197,-0.0009,55
768878555,111,283,0.3922,1204,-0.0008,60
768934554,116,276,0.4203,1183,-0.0008,55
768988587,112,283,0.3958,1187,-0.0008,60
769042555,114,288,0.3958,1202,-0.0008,65
769150553,112,273,0.4103,1185,-0.0019,60
769206554,109,283,0.3852,1191,-0.001,60
769262366,101,283,0.3569,1203,-0.0013,55
769316587,111,267,0.4157,1185,-0.0012,50
769371346,113,279,0.405,1183,-0.0013,50
769425554,113,284,0.3979,1199,-0.0015,50
769479587,113,277,0.4079,1196,-0.0014,50
769536788,113,269,0.4201,1180,-0.0013,50
769591554,113,291,0.3883,1200,-0.001,50
769645553,113,281,0.4021,1204,-0.0009,50
769699554,111,272,0.4081,1188,-0.001,50
769753556,114,278,0.4101,1182,-0.0011,55
769809587,110,292,0.3767,1203,-0.0007,55
769864554,114,274,0.4161,1194,-0.0008,55
769919554,113,277,0.4079,1181,-0.0009,50
769973587,112,288,0.3889,1193,-0.0009,50
770028555,112,283,0.3958,1204,-0.0009,55
770082554,113,270,0.4185,1187,-0.0009,50
770138553,113,281,0.4021,1185,-0.0009,50
770192554,113,289,0.391,1206,0.0002,50
770246556,115,277,0.4152,1202,0.0002,50
770300587,112,270,0.4148,1180,0.0004,50
770354554,113,281,0.4021,1184,0.0007,50
770411357,115,294,0.3912,1206,0.0005,50
770465555,113,272,0.4154,1192,0.0006,50
770519555,111,278,0.3993,1182,0.0006,50
770573555,112,287,0.3902,1193,0.0004,45
770628266,109,287,0.3798,1204,-0.0002,40
770682562,111,271,0.4096,1188,-0.0005,35
770739562,108,280,0.3857,1190,-0.0003,35
770793554,113,286,0.3951,1204,-0.0001,35
770847554,113,275,0.4109,1197,-0.0001,35
770901555,112,274,0.4088,1183,-0.0004,35
770955555,112,282,0.3972,1189,-0.0003,35
771009555,113,288,0.3924,1204,-0.0002,30
771065555,114,270,0.4222,1192,-0.0003,30
771119555,114,276,0.413,1177,-0.0004,30
771174554,114,292,0.3904,1199,-0.0003,30
771228554,113,285,0.3965,1205,-0.0003,30
771282554,111,271,0.4096,1189,-0.0003,35
771338554,114,279,0.4086,1186,-0.0003,35
771393467,111,286,0.3881,1203,-0.0005,35
771447563,107,274,0.3905,1196,-0.0005,40
771502563,112,275,0.4073,1182,-0.0004,40
771556555,112,288,0.3889,1194,-0.0007,40
771610563,112,284,0.3944,1204,-0.0007,40
771666554,54,283,0.1908,1188,-0.0033,45
771720554,114,280,0.4071,1183,-0.0029,45
771775554,112,289,0.3875,1203,-0.0026,45
771829554,112,283,0.3958,1205,-0.0027,45
771883555,113,270,0.4185,1188,-0.003,45
771940555,107,283,0.3781,1191,-0.0026,50
771994555,112,284,0.3944,1204,-0.0025,55
772048555,111,275,0.4036,1193,-0.0026,55
772102555,112,278,0.4029,1184,-0.0026,55
772157277,112,278,0.4029,1195,-0.0025,60
772211562,113,285,0.3965,1205,-0.0025,55
772268562,105,268,0.3918,1185,-0.0025,55
772322554,111,286,0.3881,1192,-0.0025,50
772377555,113,290,0.3897,1206,-0.0026,55
772431555,114,278,0.4101,1196,-0.0026,55
772485555,113,280,0.4036,1187,-0.0025,50
